s.no,text,AIRLINE SENTIMENT,AIRLINE
845,@USAirways I'm traveling around the world until the end of the year. 800 numbers do me no good.,,US Airways
846,@USAirways I don't know I've tried to call for confirmation but calls aren't going thru. Can you let me know?,,US Airways
847,@USAirways can I get free wifi since the flight 1808 was Cancelled Flightled?,,US Airways
848,@USAirways was rebooked but sucked big time. Crappy layover. Customer service very sub-par.,,US Airways
849,@USAirways Sending thanks to employee Freddie in PHL Admiral Club A East for allowing me to give a day pass to my sibling stuck there today.,,US Airways
850,@USAirways have done that. Sadly no flight from CLT has gotten to IND today and we head back to Tampa tmrw.,,US Airways
851,@USAirways holding 30+ min and listening to your shitty ads on repeat for your credit make me hate your airline even more.  @delta is better,,US Airways
852,@USAirways I would be on my way but   wether has delayed yet again.. Love the Charlotte ice storm!!  Good luck with mad customers,,US Airways
853,@USAirways Please staff your flights approproately. Our entire flight is delayed because FA isnt here. I shouldnt have left Delta...,,US Airways
854,@USAirways tooooo many Cancelled Flightations! My chain of command hates me now,,US Airways
855,@USAirways  you Cancelled Flightled both my flights and refused to give a voucher despite no flights for 2days. @USAirways #neveragain,,US Airways
856,@USAirways I just think if I am staying w your airline &amp; rescheduling a flight I shouldn't absorb a fee that is the cost of 1/2 my flight,,US Airways
857,@USAirways that's why u guys are my #1 choice.,,US Airways
858,@USAirways thanks. _Ÿ˜’,,US Airways
859,@usairways Iâ€™m cool with weather delays etc. But lying and deceiving passengers to keep them from changing is reprehensible. #yousuck,,US Airways
860,"@usairways I just want to get home before Wednesday... Joke is over, 50hrs of Cancelled Flightlations and delays is enough!",,US Airways
861,@USAirways how about a drink voucher for the next flight?? #winkwink,,US Airways
862,@USAirways nice touch with using my first name.  Very intimate.  I'll be filing a claim soon to be reimbursed. Have a us airways day!,,US Airways
863,"@USAirways The airline is embarrassing itself. I get that bad weather isn't your fault, but your response to it couldn't have been worse.",,US Airways
864,@USAirways any updates on flight 5202 from ORF to PHL no one at gate...  ;(,,US Airways
865,"@usairways Yes. Works in Firefox. 

Can do everything but finish purchase. Button turns gray, never submits. For a couple weeks now.",,US Airways
866,@USAirways 2.5 hours Late Flightr and the flight has been Cancelled Flightled. You gotta work on your internal communication skills.,,US Airways
867,"@USAirways had a horrible experience flying from Montego Bay to Philadelphia on 2/11. $125 2check a golf bag, constant selling in-flight",,US Airways
868,"@usairways told no gates open at #ORD, needed to wait 20mins. Still waiting after about 4 mins.",,US Airways
869,@USAirways And it's 3:22 with no sign of boarding.... Can I please get another update?,,US Airways
870,@USAirways still can't get a real person on the phone to book a flight. Ready to just go with #jetblue since they care. #usairwayssucks,,US Airways
871,"@USAirways after missing my flight and reFlight Booking Problems 2x, I just walked onto another flight and my phone was still on the seat!!",,US Airways
872,@USAirways great job communicating to the passengers! Flight 1855 doesn't exist anymore? http://t.co/hLZaHXkdSn,,US Airways
873,@USAirways thanks Travis at PHL A East checkin for knowing baggage policies. Skis &amp; boots count as 1. Teach your mgr who didn't know,,US Airways
874,@usairways Thx for responding :) When bags came there was mad rush towards end of jetwayâ€”why not just put thru baggage claim?,,US Airways
875,@USAirways @AmericanAir  we are on us/aa flight 4443.We  arrived at dca at 2:12. Waiting on our gate (33)for apx an hr now. No update?,,US Airways
876,@USAirways  Have an agent with reservations contact me instead of asking me to waste my time by sitting on the phone for hours,,US Airways
877,"@USAirways If you believe in keeping your customers happy, especially after a mistake was made on your part...",,US Airways
878,"@USAirways Would love to combine AA and USAir accts. Unfortunately, one has my middle name &amp; one has middle initial. Won't allow change",,US Airways
879,@USAirways I had a rep 10 min in who said she couldn't help so transferred me to dividend miles customer service,,US Airways
880,@USAirways right on. Up. Up &amp; away âœˆï¸è_ŸŒ_,,US Airways
881,@USAirways your customer service stinks. Trying to book a flight for hours now and keep getting hung up on. #usairwayssucks,,US Airways
882,@USAirways please please please let my plane back to the gate so I can get off as I will miss connection due to CLT closing. 2034,,US Airways
883,@USAirways we've (flight 4443) been sitting on the tarmac of dca for a while now waiting on a gate. Can we just use another gate?,,US Airways
884,@USAirways I hope flight 1855 is not being delayed because flight attendant didn't come to work! #nobackup,,US Airways
885,"@usairways you made us miss our flight, first class now I can't even enter the admirals club.  Not happy  dm me to fix this.",,US Airways
886,"@USAirways can you please DM me, my flight has been delayed going into CLT which will force me to miss my connection to LGA at 10:05pm",,US Airways
887,@USAirways on hold for 2 hours. You know what just keep my money,,US Airways
888,@USAirways charging $200 2 change a flight is a rip off the reason I have 2 is out of my hands &amp; I want 2 reschedule same flight but in July,,US Airways
889,@USAirways flight 1808 is not leaving at 2:45 because we haven't even begun to board yet. Please update your website ASAP,,US Airways
890,@USAirways @Jack_Kairys (2/2) and another sent him to the wrong line...oh and the kiosks weren't working! #thanks,,US Airways
891,@USAirways also your employees were LESS then helpful when @Jack_Kairys was checking his bag. Two just left their desks completely (1/2),,US Airways
892,@USAirways the phone number the gate gave me doesn't work either. What is your customer service phone number?,,US Airways
893,@USAirways done,,US Airways
894,@USAirways @Jack_Kairys your site clearly explains we are allowed a carry on. This was allowed at PIT but not BOS. How does that make sense?,,US Airways
895,"@USAirways never in my life have I dealt with such poor customer service, irresponsible staff and lack of care LGA-IAH day 2, baggage in NC?",,US Airways
896,@USAirways Thks 4 tip. Seems like a workaround rather than a customer-friendly solution. They should have an easily accessible email.,,US Airways
897,@USAirways unfortunately not. I think I watched it take off from the bus. Rebooked for a Late Flightr flight now #planestrainsandautomobiles,,US Airways
898,@USAirways I was supposed to be on flight 1861 from Charlotte to RDU @ 8:20pm yesterday. Is the same flight scheduled for departure tonight?,,US Airways
899,@USAirways Thank you so much its been a very stressful day,,US Airways
900,"@USAirways me too. In the future, have a better harsh weather preparedness plan. So much of your staff called out that everything snowballed",,US Airways
901,"@usairways If I could/wanted to call I wouldn't use the internet to make a reservation.

Site won't work on Chrome, on several computers.",,US Airways
902,"@USAirways Darn it, first in line for no upgrade! Wish I understood the policy. :) http://t.co/xGPaAyFDwt",,US Airways
903,@USAirways Waiting for my luggage on flight 1923. Is there a delay?,,US Airways
904,@USAirways will you please update your website with the most current flight status? And update your customer service phone # on @google thx,,US Airways
905,@USAirways Flight Booking Problems a flight using credit from a previously Cancelled Flightled flight. Can't get thru on the phone and can't book online. Help please.,,US Airways
906,@USAirways Absolutely!! The staff was amazing!!,,US Airways
907,@USAirways you are horrendous.  Pull your shit together,,US Airways
908,@USAirways Haha - that will indeed be a great day!,,US Airways
909,"@USAirways I want my money back. Now we're sitting on the runway. After a 2 hour delay, waiting for the baggage to begin loading.",,US Airways
910,@USAirways how is your gate agent gonna tell me my flight is on time when its 5 minutes past departure time and the previous flights plane..,,US Airways
911,@USAirways this is the aforementioned pilot. @AmericanAir sure you want to merge with these patron hitting hoodlums? http://t.co/C24cEfa9pl,,US Airways
912,@USAirways  my flight was #3729...but I left my phone on the plane or the shuttle :(,,US Airways
913,@USAirways thank you! I tried that and they said they didn't have it. Anywhere else to try?,,US Airways
914,@USAirways @AmericanAir  best u could do-I might get my refund within 2 billing cycles. Months of u guys asking for another chance. I'm done,,US Airways
915,"@usairways and @AmericanAir  4 days of Cancelled Flightations, I have driven to 3 airports in 3 different states, spent more on gas than my flight.",,US Airways
916,@USAirways then why did my whole team be able to put there carry ons under the plane,,US Airways
917,@USAirways customer service at its finest,,US Airways
918,@USAirways No speciifc email. 1500 character limit for complaints. Is AA/US customer complaints adopting the twitter model?,,US Airways
919,@USAirways please hold 3923! I can see it. Just can't get off my first plane quick enough,,US Airways
920,@USAirways please hogs my next flight for me! I'm waiting on a bus to get me off one plane so I can run to the other. It leaves in two min!,,US Airways
921,@USAirways Fabulous - thank you so much! Looking forward to taking to the skies with you! :),,US Airways
922,.@USAirways we r rebooked. got conflicting info abt baggage. Y no extra plane batteries on hand? Y no comped admirals club for 9 hr wait?,,US Airways
923,@USAirways Don't tell me that. Tell me what I can actually DO to reach someone. I don't mind being put on hold but it won't even do THAT.,,US Airways
924,@USAirways No I missed the funeral so I had to take a train back to Newark,,US Airways
925,@USAirways what is the baggage allowance on flights from Glasgow to the US?  Thanks,,US Airways
926,@USAirways @AmericanAir what a joke of a company today reminded me why I never book with you,,US Airways
927,@USAirways â€” I had exceptional service on flight #403 from IND to PHX!!,,US Airways
928,@USAirways it's be nice to take a flight and have some level of consistency / service from the flight attendants. Quality control???,,US Airways
929,@USAirways Travelling from pwm to atl on Sunday That flight got Cancelled Flightled and my new flight is Cancelled Flightled and got disconnected when reFlight Booking Problems,,US Airways
930,"@USAirways I believe you. But in all seriousness, what's an acceptable time I should have this expense on my name that wasn't my fault....",,US Airways
931,@USAirways cust serv reps who are unable to change reservations in your system Check in unaware of Cancelled Flights that I got word on night before,,US Airways
932,@USAirways is there any way that you could hold flight 628 in CLT my husband is stuck in the security check line. flight scheduled for 1PM,,US Airways
933,@USAirways issues are not with people who r nice or storm emails with wrong phone numbers auto rebooked flights to non connecting cities,,US Airways
934,@USAirways missing my reservations due to a Cancelled Flightled flight. Make it right by giving me first class tomorrow. Make your customers happy.,,US Airways
935,"@USAirways it's not a consolation because my bags are somewhere else, which is a real impediment to me going on a different vacation",,US Airways
936,@USAirways any tips on getting a hotel that your airline won't get for any of us even though we were told that we'd make our flight?,,US Airways
937,"@USAirways I left my son's Duke hat on flight #1761 last night. It says ""Mason"" on the back. Any way of locating it? Thanks in advance!",,US Airways
938,@USAirways will my known traveler no. transfer over from @AmericanAir ? when I check in at t-24 as an AA elite I can get choice seats?,,US Airways
939,@USAirways I booked a flight yesterday but didnt receive an email confirmation and I my dividends number isn't registering. Please help.,,US Airways
940,@usairways #crew keeping safety top of mind in CLT. http://t.co/a0YoSJHZMc,,US Airways
941,"@USAirways &amp; there are seats together, they just have fees. Seems if I'm taking a 5am flight the least you can do is wave the $10.",,US Airways
942,@USAirways Im researching a flight &amp; noticed a small issue w/class of service between your site &amp; other sites. Could Reservations help me?,,US Airways
943,@USAirways I need someone from management to contact me I was flying to a funeral won't make it now to add to my pain they want me 2 pay,,US Airways
944,@USAirways Just contaced EYEWITNESS NEWS about the ripoff the Cancelled Flighted now they want me to pay,,US Airways
945,@USAirways How can I change without penalty and not have to call customer service,,US Airways
946,@USAirways when I call it says y'all are too busy and to call back Late Flightr.  this is terrible customer service.  what will you do about it?,,US Airways
947,"@USAirways They charged me for a flight they Cancelled Flightled, unbelievable and unheard of",,US Airways
948,@USAirways I was completely ripped of by US Airways today never fly this airline  I am contacting my local news,,US Airways
949,@USAirways I can't believe that you would refer me to a number no one seems to be getting through. Really? I need help ASAP!,,US Airways
950,@USAirways hundreds of people in line and less than half the desks being manned at CLT. Help?,,US Airways
951,@USAirways Why is there no contact email for customer complaints?,,US Airways
952,"@USAirways Now I am probably going to miss my connection in Charlotte, so I will have to drive home for the funeral.",,US Airways
953,"@USAirways Flight 2069 from JFK to Charlotte, then 3750 from Charlotte to Birmingham. 2 previous flights to HSV were Cancelled Flightled.",,US Airways
954,@USAirways still crickets from customer service.,,US Airways
955,@USAirways flight #3900 fro ORF to PHL.,,US Airways
956,"@USAirways 
That is not an excuse to have such a poor website Flight Booking Problems options! My yearly vacation is about to fall through, ubetter do smth!",,US Airways
957,@USAirways The phone line disconnects. How can I be in the queue to be answered when the phone line simply disconnects when I call?,,US Airways
958,@USAirways want to bump up my seet to first class for two Cancelled Flightlations in 24hrs?? what a joke,,US Airways
959,@USAirways  to arrive the plane I'm sitting on needs to take off...wish someone would tell us what the holdup is,,US Airways
960,@USAirways This is dating back to Nov. I have been sent back and forth between you and @eDreams_en. It's a disgrace.,,US Airways
961,@USAirways will do. Hoping for a voucher for a future flight #Optimistic,,US Airways
962,@USAirways I didn't even leave the airport and you sent 2 of my bags to Philadelphia!,,US Airways
963,@USAirways Thanks for the info but have been trying for over 24hrs and no luck. Flight dep. Today. Need 2 change 2 tomorrow or Thursday,,US Airways
964,@USAirways tried twice today on hold for 30 min each time. i have things to do so can't live on hold dealing w/ your customer serv failures,,US Airways
965,@USAirways no warm weather hubs means no Mexico for us.  And I can't go anywhere else since you lost my bags. I hope you attempt to rectify,,US Airways
966,@USAirways No kidding. Oy.,,US Airways
967,@USAirways thanks,,US Airways
968,@USAirways thank you for blowing my vacation. Couldn't get me anywhere today to make my reservation and also lost 2 bags of mine!,,US Airways
969,@USAirways been trying to talk with a dividend miles rep for 2 days now. I have been holding for over 2 hours each day. What are my options?,,US Airways
970,@USAirways and it still says it's on time on your website btw,,US Airways
971,@USAirways your customer service is horrible,,US Airways
972,@USAirways I expect something more than telling me to see an agent to rebook my flight...,,US Airways
973,@USAirways you have the ability to switch my flight to @AmericanAir but you cannot tell me where my bags are.,,US Airways
974,@USAirways I did and it's been a disaster. You had me sitting on the runway only to bring the plane back to the gate smh,,US Airways
975,@USAirways no we haven't because we've been in the same line at the service desk for an 1hr and 1/2 now in the same spot.,,US Airways
976,"@USAirways on your website and on your boards at Logan it said it was on time, so we went through security and got to the gate (2)",,US Airways
977,@USAirways I got up at 2 am for a 5 am flight from bos to Charlotte which I found was Cancelled Flightled once I got to the gate (1),,US Airways
978,@USAirways please give Tara G a pat on the back and praise.  She was very very helpful.  She is at PHL member lounge,,US Airways
979,@USAirways  thanks I hope I get to my destination,,US Airways
980,@USAirways  well its 11:45am and just got an email that my 11am flight is delayed-thats not right,,US Airways
981,@USAirways How soon is possible? I boarded the plane the 1st time at 6:30 am and it is now after 11:30 am and I'm still where I started.,,US Airways
982,@USAirways your chairmans phone is down. what other number can i use?,,US Airways
983,@USAirways @AmericanAir you make Spirit look like the gem of air travel. You haven't handle this winter storm very well...,,US Airways
984,"@USAirways thanks for the reply, hoping everything is cleared up in Charlotte by Monday",,US Airways
985,@USAirways it takes a month?,,US Airways
986,"Yes, I filed a report in Atlanta. My bags are in Charlotte, NC. 24 hours Late Flightr and still can't find my luggage ... @USAirways",,US Airways
987,@USAirways it was supposed to be a carry on and in Pittsburgh  coming to Boston it was a carry on,,US Airways
988,@USAirways You need to contact me ASAP. #Furious,,US Airways
989,@USAirways can't even get on hold to wait to speak to someone-awesome,,US Airways
990,"@USAirways Almost 4 hours and coin now. Understand higher call volume, but this is unacceptable.",,US Airways
991,. @USAirways It's been Cancelled Flighted. Your SM response is slow.,,US Airways
992,"@USAirways Iâ€™ve had my flight Cancelled Flightled twice now, and after 5 minutes of automated questions, the phone just goes to a busy signal. Help?",,US Airways
993,@USAirways great job today In ruining 45 people's vacation. Thanks to your incompetent pilot and staff we have all now missed our flights,,US Airways
994,@USAirways your service has been awful in Boston and I had to pay 25 extra dollars than I was supposed too I am very dissatisfied #mad,,US Airways
995,"@USAirways we are on the 2pm flight FLL to PHL and then connection to MAN. However, with the delays we might miss it. Can we go earlier?",,US Airways
996,@USAirways I have been on hold with your Gold reservations line for OVER 3 HOURS now. Flight Cancelled Flightled. Trying to rebook.,,US Airways
997,.@USAirways we have no choice but to pay another $50 to go to the airport in the hopes that we will be treated better by a rep.,,US Airways
998,@USAirways reservations had me on hold for 2 hours only to hang up...smh _Ÿ˜•,,US Airways
999,@USAirways @AmericanAir How r u supposed to change flights when u can't get thru to reservations? #OneHourOnHold,,US Airways
1000,@USAirways how's us 1797 looking today?,,US Airways
1001,"@AmericanAir not only did you rebook me on the wrong day, your phone system says it can't handle the volume and hangs up on me!!!",,American
1002,@AmericanAir where do I look for cabin crew vacancies?,,American
1003,"@AmericanAir how did my prime, ticketed seat get switched on AA 343?! Not sure what's going on here...",,American
1004,@AmericanAir hi how are you,,American
1005,@AmericanAir cannot talk to any agents keep getting hung up on crazy,,American
1006,"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Now I'm stranded in Louisville.",,American
1007,"@americanair hi, you Cancelled Flightled our flight back to the US and now won't take our call. What are we supposed to do?",,American
1008,@AmericanAir I got rebooked on on us airways by you guys but the flight I got won't work. Any help would be appreciated.,,American
1009,@AmericanAir On hold for 20 mins and then used the call back service only to have an agent call me and put me on hold forever-anyone there?,,American
1010,@AmericanAir Can you upgrade (with cash) to Main Cabin Extra after buying an AAdvantage Mileage Saver (using miles)? Can't seem to do it...,,American
1011,@AmericanAir @AmericanAir how do you expect to do that?,,American
1012,"@AmericanAir My flights tomorrow were Cancelled Flighted, can't do anything online, and can't get through on phone. Help?",,American
1013,@AmericanAir they did tell that our luggage stayed inside the plane ! Look this video http://t.co/YokkHHQcMP,,American
1014,"@AmericanAir @karabuxthomps Yeah, I have a lot of questions, number one: how dare you",,American
1015,@AmericanAir Hi guys checking in US/AA 639 JFK PHX and renewed Admirals Club today.,,American
1016,@AmericanAir hey guys. DMed you a question about when 500-mile upgrades post after earning. Hope to use tomorrow,,American
1017,@AmericanAir tried that and can't get through.,,American
1018,"@AmericanAir, I've been booked on the wrong flight! And now PE desk has a wait of more than 2 hours?!",,American
1019,"@AmericanAir you think I haven't tried that multiple times?? The ""status"" of my bag is that it should've been here YESTERDAY. So disgusted.",,American
1020,@AmericanAir thnkx bt dont help now we will need to go WAY out of OUR way to get where we NEED to be for the $ u charge this sux #neveragain,,American
1021,@AmericanAir I get &amp; can appreciate that. I've just had so many problems in the last year flying with guys... Pretty aggravating.,,American
1022,@AmericanAir not sure why I would bother when the agent at the airport didnt help &amp; nobody on phone would. Ticket Cancelled Flightled for no reason.,,American
1023,@AmericanAir HELP NEEDED ! #complaint ticketed passenger with no available seats scheduled to leave Late Flightr today,,American
1024,@AmericanAir leave our luggage in the baggage claim without any previous information! That's not the deal!! http://t.co/oTTy5rYMzD,,American
1025,@AmericanAir  2 hours to be answered on a call?,,American
1026,@AmericanAir Somehow between DFW and MIA I got bumped from 12B all the way to 41G on 2312? What's up with that?,,American
1027,"@AmericanAir #AmericanAirlines 1 1/2 hr wait for bags. If this is the a taste of the worlds largest airline, heaven help aviation",,American
1028,@AmericanAir @macario2 but you are Late Flight again!! Again and again! Where are the crew?,,American
1029,"@AmericanAir 

Fantastic support by the Twitter team. I appreciate it. Thanks again.",,American
1030,@AmericanAir  hung up on now many times trying to cal 8004337300 crazy,,American
1031,@AmericanAir that's quite an impressive list of fees!,,American
1032,"@AmericanAir @GolfWithWoody Don't buy it, Woody. They're making it MUCH worse with understaffing, rudeness, and pre-rookie mistakes",,American
1033,@AmericanAir you have to run the engine to troubleshoot an issue before boarding the plane!?! How about another plane? #aa2227 #miatoiah,,American
1034,"â€œ@AmericanAir: @RussellsWriting Russ, please contact Reservations at 800-433-7300 for reFlight Booking Problems options.â€ù Good luck with that!",,American
1035,@AmericanAir flight was Cancelled Flightled can you guys help?,,American
1036,"@AmericanAir Changed flight from BNA to 2/20 ahead of weather. Slammed me with cost diff because ""no weather advisory.""Really!",,American
1037,"@AmericanAir my itinerary was from EWR TO DALLAS to LA. You Cancelled Flightled my flight, you have my money, find a way to get me there from EWR",,American
1038,@AmericanAir an hour at baggage carousel and still no luggage?? Nail in the coffin.,,American
1039,@AmericanAir Nicest people ever flight to Chicago.Thanks David Deane &amp; Norma Sedholm for making me feel comfortable âœˆï¸èâœˆï¸èâœˆï¸èâœˆï¸èâœˆï¸èâœˆï¸èâœˆï¸è,,American
1040,@AmericanAir Can't get thru by phone to use a credit that's about to expire! #frustrated #aa.com,,American
1041,@AmericanAir when is next lax JFK flight today,,American
1042,"@AmericanAir appreciate update. Have also appreciated our pilots effort to explain to us just now. Accurate, authoritative comms is vital.",,American
1043,@AmericanAir now down to only one agent helping a stagnant line of almost 100 customers. Super.,,American
1044,@AmericanAir The bad weather wasn't a surprise! You should have double/triple staff on hand to handle calls. Way to treat your customers.,,American
1045,"@AmericanAir after all, the plane didnâ€™t land in identical or worse) conditions at GRK according to METARs.",,American
1046,@AmericanAir flight Cancelled Flighted out of LAX for tomorrow due to connection in DFW. Help please? we can go out of orange or burbank,,American
1047,"@AmericanAir first the pilot, then the catering...",,American
1048,".@AmericanAir Also, not the reservations team's fault. Bad top-down decision. I feel bad for the reservations AND social media teams.",,American
1049,@AmericanAir I would like a refund for this flight. They delayed the flight 5 times. I feel like you're making fun of us.,,American
1050,@AmericanAir @TheNateK I submitted a complaint via that link in Dec. &amp; followed up in Jan. NEVER HEARD BACK! #badcustomerservice,,American
1051,"@americanair Greatest Newark Gate Agents ever: David Deane, Norma Sedholm and Luz Calderon just made me feel like a king. #AmericanAirlines",,American
1052,"@AmericanAir flights been Cancelled Flightled, can't get through to the desk and nothing showing online under my reservation - what do I do?",,American
1053,"@AmericanAir The point of the pic: If your reps struggle with the merger this much, imagine how it is for the public! http://t.co/hQdB5IRuVg",,American
1054,@AmericanAir flight was 2488 out of EWR STOP AT DALLAS THEN TO LA. I need to be in la tonight!,,American
1055,@AmericanAir I was flying from Ft Lauderdale FL to Seattle WA on the 02/28/2015 until the 03/03/2015 and they don't want to honor my flight.,,American
1056,@AmericanAir wasn't able to get on hold. Your system kept kicking me to the main menu.,,American
1057,@americanair Seattle check-in. 1 desk servicing full service line. 2 desks servicing priority. Full srvc wait 30+ minutes. Customer svc fail,,American
1058,@AmericanAir hey! Tried calling customer service and was told there's a 2 hour wait. This has been for the past 4 hours. Thanks! You suck!,,American
1059,@AmericanAir since we are leaving tomorrow to miami can you do one thing right and deliver the bags to the airport?,,American
1060,@AmericanAir but have been yet to receive assistance from one of your agents in securing a new connection. Many will now miss work tomorrow.,,American
1061,@AmericanAir @cheerUPDATES So you're saying the call center is understaffed?,,American
1062,@AmericanAir I've been trying to change frm AA 2401 to LAX at 6:50am MONDAY morning then AA 2586 from LAX to FAT to flight AA 1359?#helpAA,,American
1063,@AmericanAir are flights from Columbus Ohio to Dallas Texas Cancelled Flighted?,,American
1064,"@AmericanAir @naomi_cooper Are you out of your mind, AA? What is the point of this Twitter acct? Form letters in 140 characters or less?",,American
1065,@AmericanAir  many have missed connections already b/c of delayed flight which will finally board soon,,American
1066,@AmericanAir On flt 1627 from DFW to FAT on 2/23 and it was 86'd. Can you rebook me on the 1359 flight tonight? Can't get through on phone.,,American
1067,@AmericanAir I wasn't important this morning when you would not seat my wife and I together or allow me to choose seats at Flight Booking Problems!!,,American
1068,"@AmericanAir i dont believe it, it has been impossible for your agents to get an update from the delivery company since yesterday at 11 am",,American
1069,@AmericanAir yet there are plenty of available AA agents at gates nearby who say they are unable to help customers from our flight.,,American
1070,"@AmericanAir @BDinDallas The personal touch you're known for, AA. Other cool perks: blaming understaffing on weather. And 3 hr hold times.",,American
1071,"@AmericanAir been waiting in line for over an hour in San Antonio, barely moved &amp; only two agents. 30 in front of me &amp; at least 40 behind.",,American
1072,@AmericanAir my return flight is scheduled on Wednesday; AA138 I believe.  Thanks for the help!,,American
1073,@AmericanAir. You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.,,American
1074,@AmericanAir ....I am on attempt #6 and hour #10 of calling and being put on hold.  Not feeling confident that I will ever get through...,,American
1075,"@AmericanAir bought a ticket on @SouthwestAir. After two days, your ""team"" couldn't share the data needed to get me to my next meeting.",,American
1076,@AmericanAir thanks for the response. I know it's not your fault... But Im in ORD in T5 and hungry if you want to stop by âœˆï¸èâœŒï¸è,,American
1077,@AmericanAir cut it. Put me on a flt tomorrow.,,American
1078,@AmericanAir nah u boofin u dont talk like any humans i know. Respond like u actually have a brain. And again i dont want customer relations,,American
1079,@AmericanAir I have no transportation to and going to some other city and getting to NY sometime on Wed?! I'm sorry that's not gonna cut,,American
1080,"@AmericanAir because of you, I am doing the one thing I tried to avoid. Thank you for sending me to baggage claim.",,American
1081,@AmericanAir my flt is at 7a tom. I have now rec'd notification that I'm going out from some other airport,,American
1082,@AmericanAir how does one book a ticket online and put it on hold?  Does that require that I pay for the ticket?,,American
1083,@AmericanAir can you help me with a reservation? cant get through on the phone,,American
1084,@AmericanAir ask the 10 people you left behind at Miami airport because you guys could not wait 5 minutes and ... http://t.co/XPM98Igqjn,,American
1085,"@AmericanAir can you do anything to get #AA953 moving? Been almost 24 hrs and hundreds at jfk upset, tired and want to get to BA.",,American
1086,@AmericanAir more of the insane treatment by your customers,,American
1087,@americanair Help!  I need to speak to a live agent before I lose my online reservation being held.,,American
1088,"@AmericanAir @_emmaclifford No. At JFK you sort of have to guess things out. It's a small airport, so whatever.",,American
1089,@AmericanAir is this how you let your employees treat your loyal customers? #attackingbabymomma #crazinessintherockies,,American
1090,@AmericanAir  Mad love http://t.co/4ojrSDWPkK NYC-,,American
1091,"@AmericanAir thanks for forcing me to check -in my carry - on luggage. That is exactly why I spent extra money on ""travel size"" toiletries",,American
1092,"@AmericanAir @ejacqui If you updated the screens, then people would know the Late Flightst info, good or bad. And that wouldn't work because...",,American
1093,@AmericanAir missing a full days of work thanks guys,,American
1094,@AmericanAir Trying to find out if flight #340 DFW to HOU is on tonight. Exec platinum desk not calling back and online info not clear.,,American
1095,.@AmericanAir I can't even get on the phone with your reservations team. The system automatically disconnects us.,,American
1096,@AmericanAir Flight Cancelled Flighted and rebooked but agent made a mistake and booked wrong date! Been trying to get through via phone for hours!!,,American
1097,"@AmericanAir @russelneiss No, American. This is simple. How about YOU call HER back with the info for her new flight. Basic customer service",,American
1098,@AmericanAir I have looked and I was told it was in Guatemala last night. No record of anywhere today. I need my clothing for work tomorrow.,,American
1099,"@AmericanAir Cool, a canned response. Nah, I think I'll keep tweeting at everyone who mentions AA on Twitter. You could DM me, though.",,American
1100,@AmericanAir please fix your mobile and desktop site to allow Canadians to select a passenger when checking in. Thanks.,,American
1101,@AmericanAir tried ringing but told me to try again Late Flightr. I'm supposed to be leaving in an hour...,,American
1102,@AmericanAir You guys did an amazing job today! Know itâ€™s hard; thanks to Kate Appleton for all her hard work reFlight Booking Problems my friends and me!,,American
1103,.@AmericanAir cover a rental car or refund our ticket? - I'll gladly drive 10 hrs home than be stuck here till Tues!,,American
1104,@AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!,,American
1105,@AmericanAir   You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.,,American
1106,@AmericanAir yes and I would like a refund.,,American
1107,@AmericanAir how realistic is it to make an 80 minute domestic to international transfer at JFK for a non US citizen?,,American
1108,Eliza &amp; I cheated on u @AmericanAir with @AirTahitiNui &amp; it was a lovely flight. But we'll be back! Lots!,,American
1109,@AmericanAir I hope you like the photo :) http://t.co/p7fSLuxEGW,,American
1110,"@AmericanAir @sweetmel If weather is bad, wouldn't your folks try extra hard to communicate...or load bags onto flight 1320...or...anything?",,American
1111,"@AmericanAir and how is this not a mechanical issue? All evidence points to the idea that itâ€™s the ILS at CLL at fault, not the weather.",,American
1112,"@AmericanAir @CAexhibitions Sorry in, like, a general way? Or sorry that incompetence/understaffing is compounding weather issues?",,American
1113,@AmericanAir please help us get home tomorrow!!!!!,,American
1114,"@AmericanAir @tennetexan Too bad there's only, like, 3 people on that team, then. Because this is next level unreal.",,American
1115,"@AmericanAir @marxsterbcow How is this a real life response to a customer service issue? Seriously. Keep trying to call us. Eh, might work.",,American
1116,@AmericanAir fix the engine of flight AA3031so I don't spend all night in your airport so I can fly home tomorrow,,American
1117,@AmericanAir Thank you.....you do the same!!,,American
1118,@AmericanAir @ActingOutMgmnt Just make sure they remember to load the bags onto the plane. They Cancelled Flight the flight when they forget...,,American
1119,"@AmericanAir @brewcrewfan8 Is this real life, AA? Like, 2015 real life? You should be emailing/calling/DMing people you've inconvenienced.",,American
1120,@AmericanAir hey there me again from yesterday im still on hold,,American
1121,@AmericanAir weather is unavoidable. Understaffing is controllable,,American
1122,"@AmericanAir Not only was 5418 Late Flight, but we've been boarded and waiting for over 30min. WTF?",,American
1123,@AmericanAir @yvonneokaka When do I get my personal response and apology for your crew's having forgotten to load baggage onto my flight?,,American
1124,@AmericanAir All flts to JFK Cancelled Flightled Thx to UR agent at SFO Im rebooked on UA. Didn't get name. She was awesome!  #twitterhug #shesaidrun,,American
